hit_id	worker_id	worktime_s	item_id	wav	transcription
3S1WOPCJFGRNVDBZRMY094RKZALJES	647e50d400414313a011d17b0e0b95f6	59	stapler_1_3	stapler_1_3_18	this is a small pink stapler
3S1WOPCJFGRNVDBZRMY094RKZALJES	d73c525759fa4b6498bc48e1fa1659e7	300	stapler_1_3	stapler_1_3_20	yes tablet is a mechanical device that joins pages of paper together
3X52SWXE0X3U4ZRK2UBK86LPGUHWC7	ddd7e3eba91447bfbd123e23d1cdacc4	51	soda_bottle_2_4	soda_bottle_2_4_23	small plastic butter coach
3X52SWXE0X3U4ZRK2UBK86LPGUHWC7	bbefeaff389e4576a878669cd71343d1	517	soda_bottle_2_4	soda_bottle_2_4_22	a plastic bottle of Coca-Cola
3X52SWXE0X3U4ZRK2UBK86LPGUHWC7	d20348042ecd4b17bf19a9ce3eee7c8c	10	soda_bottle_2_4	soda_bottle_2_4_24	a sealed bottle of Coca-Cola
3X52SWXE0X3U4ZRK2UBK86LPGUHWC7	5b7e22f410fa4c40aa8e8d90945e4bc1	18	soda_bottle_2_4	soda_bottle_2_4_19	object is a plastic cylinder with a top that comes off as red and there's Brown permitted inside
3X52SWXE0X3U4ZRK2UBK86LPGUHWC7	89880161aee846c0a2b2be4bca86629d	60	soda_bottle_2_4	soda_bottle_2_4_18	a Coca-Cola bottle the soda inside is a dark almost black color the label on the bottle is red and color with the words Coca-Cola and white and the bottle has a red Twist on cap on the top
3X52SWXE0X3U4ZRK2UBK86LPGUHWC7	ee21500952ba40209cd2a5bafe6c72fc	18	soda_bottle_2_4	soda_bottle_2_4_21	Bostick Coca-Cola bottle standing upright
3X52SWXE0X3U4ZRK2UBK86LPGUHWC7	c89b286514de4aa9b3d68afa3f4f588c	69	soda_bottle_2_4	soda_bottle_2_4_16	I can see beverage bottle I think it's half liter bottle
3X52SWXE0X3U4ZRK2UBK86LPGUHWC7	834e62defb884a7993762d9c359f6f23	346	soda_bottle_2_4	soda_bottle_2_4_17	a slender bottle sitting upright with dark liquid in a red cap
3BFNCI9LYKOR1KU01TS7NNIEHRW37H	b967c8054a084d78a884651b4fc9dc56	14	prescription_medicine_bottle_2_1	prescription_medicine_bottle_2_1_21	it is a small pharmaceutical prescription pill bottle
3BFNCI9LYKOR1KU01TS7NNIEHRW37H	8ee808431f7142cc86ab0fde3339a862	51	prescription_medicine_bottle_2_1	prescription_medicine_bottle_2_1_17	a prescription medicine container
3BFNCI9LYKOR1KU01TS7NNIEHRW37H	00b2a90d466a40e185d2104d43e1eeb9	24	prescription_medicine_bottle_2_1	prescription_medicine_bottle_2_1_19	on the pedestal is a bottle of some type of medication it appears to be a prescription judging from the type of bottle and writing that's on the label
3BFNCI9LYKOR1KU01TS7NNIEHRW37H	b761ab5a9fb44fd0866713967d84d25f	15	prescription_medicine_bottle_2_1	prescription_medicine_bottle_2_1_15	small orange colored pill canister the white label on a white man
3BFNCI9LYKOR1KU01TS7NNIEHRW37H	834e62defb884a7993762d9c359f6f23	114	prescription_medicine_bottle_2_1	prescription_medicine_bottle_2_1_22	this item is orange with a white cat it is small and it is used for holding pills
3BFNCI9LYKOR1KU01TS7NNIEHRW37H	647e50d400414313a011d17b0e0b95f6	23	prescription_medicine_bottle_2_1	prescription_medicine_bottle_2_1_18	this is a bottle of prescription pills
3BFNCI9LYKOR1KU01TS7NNIEHRW37H	4ed231e933424391a9bd2b5c5c26acf5	13	prescription_medicine_bottle_2_1	prescription_medicine_bottle_2_1_20	a prescription medicine bottle
3BFNCI9LYKOR1KU01TS7NNIEHRW37H	ee21500952ba40209cd2a5bafe6c72fc	12	prescription_medicine_bottle_2_1	prescription_medicine_bottle_2_1_16	a pill container sitting upright with a white cap and orange body
3MGHRFQY2LNEZCR45F0OY244IEL0YK	3e0cf8a74c0346c7b59bdfdf62bfcb16	25	hammer_2_4	hammer_2_4_23	black and yellow medium helmet
3MGHRFQY2LNEZCR45F0OY244IEL0YK	649643490a994b1e9bbf459c0173d753	63	hammer_2_4	hammer_2_4_19	that is a hammer with a yellow and black colored hand
3MGHRFQY2LNEZCR45F0OY244IEL0YK	ee21500952ba40209cd2a5bafe6c72fc	20	hammer_2_4	hammer_2_4_20	Hammer with black and yellow handle
3MGHRFQY2LNEZCR45F0OY244IEL0YK	b90cd3f54fa8477786af07cd944fd730	219	hammer_2_4	hammer_2_4_16	Hammer used for General carpentry work
3MGHRFQY2LNEZCR45F0OY244IEL0YK	4d8d00bdee82483481b0e82c644d68bb	124	hammer_2_4	hammer_2_4_21	it's a metal material hammer and the place that you hold like the bottom of the hammer is on plastic material yellow and black collars
3MGHRFQY2LNEZCR45F0OY244IEL0YK	b761ab5a9fb44fd0866713967d84d25f	36	hammer_2_4	hammer_2_4_17	Hammer with a mostly black handle at the bottom of the handle there's a small yellow ring towards the top of the handle it turns yellow as well there's a very narrow skinny and radiation color at the top
3MGHRFQY2LNEZCR45F0OY244IEL0YK	2039b1d55c5b4e79a299e797dc841abe	22	hammer_2_4	hammer_2_4_22	a small Hammer with a black and yellow handle
3MGHRFQY2LNEZCR45F0OY244IEL0YK	620bfe7c60fe43029ce612de0d8f3f2d	15	hammer_2_4	hammer_2_4_18	this is a hammer
3K2CEDRACBZFL4ZHKE0NOIJ26E3TMW	f69fe7aa094944cbb17f1367e8e4181e	63	apple_4_4	apple_4_4_19	it's an after-school duties video
3K2CEDRACBZFL4ZHKE0NOIJ26E3TMW	42f24f96f31d4aeaa18d3a2584912f83	14	apple_4_4	apple_4_4_21	a red delicious apple
3K2CEDRACBZFL4ZHKE0NOIJ26E3TMW	5cfbb05b5d6249ef910c01426d4b10e4	40	apple_4_4	apple_4_4_17	call Mendez. Good night.
3K2CEDRACBZFL4ZHKE0NOIJ26E3TMW	b761ab5a9fb44fd0866713967d84d25f	14	apple_4_4	apple_4_4_20	a dark red apple sitting up Ryan small stem is put me on the top of it
3K2CEDRACBZFL4ZHKE0NOIJ26E3TMW	5b7e22f410fa4c40aa8e8d90945e4bc1	14	apple_4_4	apple_4_4_18	Isaac is a fruit surround shaping red with a little stem on top
3K2CEDRACBZFL4ZHKE0NOIJ26E3TMW	ee21500952ba40209cd2a5bafe6c72fc	13	apple_4_4	apple_4_4_15	a red delicious apple
3K2CEDRACBZFL4ZHKE0NOIJ26E3TMW	07c5e3e2bce74c60b50f6c58c2d84317	17	apple_4_4	apple_4_4_16	it is a very dark red apple it is tilted to the side when it sits straight up and down
3K2CEDRACBZFL4ZHKE0NOIJ26E3TMW	bbefeaff389e4576a878669cd71343d1	2153	apple_4_4	apple_4_4_22	a red apple
3JAOYN9IHL0901TDZHPHA66YCPA33C	649643490a994b1e9bbf459c0173d753	30	fork_1_4	fork_1_4_20	there is a fork on the table
3JAOYN9IHL0901TDZHPHA66YCPA33C	a9ffc6797350482fb99fac312e044230	543	fork_1_4	fork_1_4_21	the stainless steel spoke with a long handle with a small flat area with for sharp teeth at the end
3JAOYN9IHL0901TDZHPHA66YCPA33C	4d8d00bdee82483481b0e82c644d68bb	85	fork_1_4	fork_1_4_18	it's a metal material Fork which is laying down and kind of leaning to the left Direction
3JAOYN9IHL0901TDZHPHA66YCPA33C	3e0cf8a74c0346c7b59bdfdf62bfcb16	15	fork_1_4	fork_1_4_23	small pray for
3JAOYN9IHL0901TDZHPHA66YCPA33C	47823a67c3b04caaa3730345c80b02f9	173	fork_1_4	fork_1_4_19	it's a silver fork
3JAOYN9IHL0901TDZHPHA66YCPA33C	b761ab5a9fb44fd0866713967d84d25f	19	fork_1_4	fork_1_4_17	silvery colored metal Fork
3JAOYN9IHL0901TDZHPHA66YCPA33C	f69fe7aa094944cbb17f1367e8e4181e	35	fork_1_4	fork_1_4_22	existing for Cutie to eat the food
3EQVJH0T40JTTQY6THKAWDB6PS4THN	ee21500952ba40209cd2a5bafe6c72fc	16	water_bottle_2_3	water_bottle_2_3_24	a square shape water bottle contains
3EQVJH0T40JTTQY6THKAWDB6PS4THN	8363fb0e62a049a491a302bcdb9e7f2d	100	water_bottle_2_3	water_bottle_2_3_18	nowadays Food Grade Portal San Wesley used
3EQVJH0T40JTTQY6THKAWDB6PS4THN	bbefeaff389e4576a878669cd71343d1	1285	water_bottle_2_3	water_bottle_2_3_23	a clear plastic water bottle
3EQVJH0T40JTTQY6THKAWDB6PS4THN	bab8836e3b634bfd94d0c98d1d667fe7	16	water_bottle_2_3	water_bottle_2_3_20	I see a clear water bottle on the turntable the water bottle has a blue cap
3EQVJH0T40JTTQY6THKAWDB6PS4THN	b90cd3f54fa8477786af07cd944fd730	77	water_bottle_2_3	water_bottle_2_3_16	water bottle used to store drinking water
3EQVJH0T40JTTQY6THKAWDB6PS4THN	8ee808431f7142cc86ab0fde3339a862	71	water_bottle_2_3	water_bottle_2_3_22	a plastic transparent water bottle with a blue cap
3EQVJH0T40JTTQY6THKAWDB6PS4THN	c1bf7a61893e457bb6f9f1d5bd9e41a4	244	water_bottle_2_3	water_bottle_2_3_17	your water bottle is a container that is used to hold water liquid or other devices
3EQVJH0T40JTTQY6THKAWDB6PS4THN	b761ab5a9fb44fd0866713967d84d25f	20	water_bottle_2_3	water_bottle_2_3_19	translucent water bottle the bottle is filled with water at the top of it and a little bit of hair on the side of the bottle
378G7J1SJLW91XBYYLHFYULS16UWE0	b761ab5a9fb44fd0866713967d84d25f	94	can_opener_4_3	can_opener_4_3_16	a can opener with a large black swivel he's at the top of metallic head and black colored handles
378G7J1SJLW91XBYYLHFYULS16UWE0	d54e216e158647bbbcf0334f23f0ded8	48	can_opener_4_3	can_opener_4_3_20	a can opener device
378G7J1SJLW91XBYYLHFYULS16UWE0	ddd7e3eba91447bfbd123e23d1cdacc4	60	can_opener_4_3	can_opener_4_3_18	can't open it with black handle
378G7J1SJLW91XBYYLHFYULS16UWE0	d20348042ecd4b17bf19a9ce3eee7c8c	35	can_opener_4_3	can_opener_4_3_22	a metal can opener with black handles
378G7J1SJLW91XBYYLHFYULS16UWE0	a6ce36fcc406428894e760372295dbc1	100	can_opener_4_3	can_opener_4_3_17	object to open cans
378G7J1SJLW91XBYYLHFYULS16UWE0	ee21500952ba40209cd2a5bafe6c72fc	26	can_opener_4_3	can_opener_4_3_19	a can opener as black handles
378G7J1SJLW91XBYYLHFYULS16UWE0	8ee808431f7142cc86ab0fde3339a862	26	can_opener_4_3	can_opener_4_3_21	a black and gray multi-purpose can and bottle opener
378G7J1SJLW91XBYYLHFYULS16UWE0	cc117dd2c0444c67ab37a0a9610870d4	21	can_opener_4_3	can_opener_4_3_23	this is a handheld can opener
36GJS3V78VOLFR7QXHOO97CWCQ0JG9	8363fb0e62a049a491a302bcdb9e7f2d	58	toothpaste_5_3	toothpaste_5_3_21	for breakfast is recommended by Indian Dental Association
36GJS3V78VOLFR7QXHOO97CWCQ0JG9	bbefeaff389e4576a878669cd71343d1	1983	toothpaste_5_3	toothpaste_5_3_19	a small tube of toothpaste
36GJS3V78VOLFR7QXHOO97CWCQ0JG9	647e50d400414313a011d17b0e0b95f6	23	toothpaste_5_3	toothpaste_5_3_17	this is a bottle of toothpaste it appears to be Colgate it is white with a red and blue teal label
36GJS3V78VOLFR7QXHOO97CWCQ0JG9	3e0cf8a74c0346c7b59bdfdf62bfcb16	32	toothpaste_5_3	toothpaste_5_3_16	small suitcase
36GJS3V78VOLFR7QXHOO97CWCQ0JG9	b761ab5a9fb44fd0866713967d84d25f	31	toothpaste_5_3	toothpaste_5_3_23	white color there's a red logo label in the middle of it and white text side of that red label at the bottom of the list
36GJS3V78VOLFR7QXHOO97CWCQ0JG9	a06a0608582247f7aa7f75c1d67f2e5e	25	toothpaste_5_3	toothpaste_5_3_24	this is a tube of Colgate Total toothpaste
36GJS3V78VOLFR7QXHOO97CWCQ0JG9	b90cd3f54fa8477786af07cd944fd730	388	toothpaste_5_3	toothpaste_5_3_20	toothpaste promote oral hygiene with remote Dental play and put some beef it ourselves to prevent tooth decay
36GJS3V78VOLFR7QXHOO97CWCQ0JG9	8ee808431f7142cc86ab0fde3339a862	39	toothpaste_5_3	toothpaste_5_3_22	tube of Colgate Total toothpaste
3T2EL38U0MIDN06THH81UUODTBOQXZ	834e62defb884a7993762d9c359f6f23	154	stapler_5_2	stapler_5_2_17	this object is purple it is considered to be miniature compared to the standard size it is a mechanical device that during pages of paper or similar material I driving a thin metal staple through the sheets and folding the ends
3T2EL38U0MIDN06THH81UUODTBOQXZ	b761ab5a9fb44fd0866713967d84d25f	14	stapler_5_2	stapler_5_2_22	a very tiny light purple color
3T2EL38U0MIDN06THH81UUODTBOQXZ	a747fd0495be4c7f9a95ba065f1a4def	35	stapler_5_2	stapler_5_2_23	there is a small sturdy stapler on the turntable it with a color of light purple
3T2EL38U0MIDN06THH81UUODTBOQXZ	8ee808431f7142cc86ab0fde3339a862	21	stapler_5_2	stapler_5_2_16	a small purple stapler
3T2EL38U0MIDN06THH81UUODTBOQXZ	8363fb0e62a049a491a302bcdb9e7f2d	29	stapler_5_2	stapler_5_2_21	please bring me back to Scotland
3T2EL38U0MIDN06THH81UUODTBOQXZ	c89b286514de4aa9b3d68afa3f4f588c	57	stapler_5_2	stapler_5_2_20	it's a public alert stepper machine Stop a bundle of papers
3T2EL38U0MIDN06THH81UUODTBOQXZ	ee21500952ba40209cd2a5bafe6c72fc	10	stapler_5_2	stapler_5_2_18	metal purple stapler
3T2EL38U0MIDN06THH81UUODTBOQXZ	b6b98d718d88489ab47c316fe9758ea1	105	stapler_5_2	stapler_5_2_19	Dippers in mechanical device used joint purple to stay in office schools Exeter
34YWR3PJ288PZ71U0JEMFOXVG8R0XE	8363fb0e62a049a491a302bcdb9e7f2d	191	onion_5_4	onion_5_4_16	audience are loaded with antioxidants which can contain cancer-fighting company and also help
34YWR3PJ288PZ71U0JEMFOXVG8R0XE	8ee808431f7142cc86ab0fde3339a862	25	onion_5_4	onion_5_4_22	a round brown skinned vegetable also known as an onion
34YWR3PJ288PZ71U0JEMFOXVG8R0XE	ee21500952ba40209cd2a5bafe6c72fc	290	onion_5_4	onion_5_4_24	a yellow onion
34YWR3PJ288PZ71U0JEMFOXVG8R0XE	b90cd3f54fa8477786af07cd944fd730	670	onion_5_4	onion_5_4_21	20th Pacific table it is a medicine Valium
34YWR3PJ288PZ71U0JEMFOXVG8R0XE	b761ab5a9fb44fd0866713967d84d25f	27	onion_5_4	onion_5_4_23	bottom side of a yellow onion onion has a small black knot at the bottom and shining in light
34YWR3PJ288PZ71U0JEMFOXVG8R0XE	d73c525759fa4b6498bc48e1fa1659e7	2011	onion_5_4	onion_5_4_17	devonian is an underground 80s bulb that screws in the plant
34YWR3PJ288PZ71U0JEMFOXVG8R0XE	4d8d00bdee82483481b0e82c644d68bb	19	onion_5_4	onion_5_4_18	it's an onion which the top is facing to the front
34YWR3PJ288PZ71U0JEMFOXVG8R0XE	02ebd18bb7714397a4cf4247c9beb7d7	63	onion_5_4	onion_5_4_19	
3P520RYKCH4WDAT0SK9BCCUI3YL5UC	cc117dd2c0444c67ab37a0a9610870d4	15	mouse_1_3	mouse_1_3_17	this is a black USB computer mouse
3P520RYKCH4WDAT0SK9BCCUI3YL5UC	f7dc900452b44b4a942970a6675bfedf	63	mouse_1_3	mouse_1_3_18	computer mouse
3P520RYKCH4WDAT0SK9BCCUI3YL5UC	834e62defb884a7993762d9c359f6f23	82	mouse_1_3	mouse_1_3_20	this item is black with a USB cord it is a handheld pointed device that detects two dimensional motion relative to a surface
3P520RYKCH4WDAT0SK9BCCUI3YL5UC	30c01a6c416c44968d17b369502d7351	12	mouse_1_3	mouse_1_3_23	a USB mouse with a cord
3P520RYKCH4WDAT0SK9BCCUI3YL5UC	a6ce36fcc406428894e760372295dbc1	60	mouse_1_3	mouse_1_3_16	a mouse with cable
3P520RYKCH4WDAT0SK9BCCUI3YL5UC	a903e960790a46248c0a0fb012695081	24	mouse_1_3	mouse_1_3_15	a computer mouse you just used me as a pointing device in the computer
3P520RYKCH4WDAT0SK9BCCUI3YL5UC	ee21500952ba40209cd2a5bafe6c72fc	21	mouse_1_3	mouse_1_3_19	a black colored Mouse with a black cord
3P520RYKCH4WDAT0SK9BCCUI3YL5UC	bbefeaff389e4576a878669cd71343d1	1113	mouse_1_3	mouse_1_3_22	a black computer mouse with a wire
31SIZS5W59DTQ4KH8I295C2PSU3QR3	5acca48afb044a29887c2f6bdde048be	20	plate_2_1	plate_2_1_21	a plain blue colored ceramic dinner plate
31SIZS5W59DTQ4KH8I295C2PSU3QR3	d20348042ecd4b17bf19a9ce3eee7c8c	93	plate_2_1	plate_2_1_19	a blue ceramic plate
31SIZS5W59DTQ4KH8I295C2PSU3QR3	0688c6891bf94860a727b74efa7aa471	114	plate_2_1	plate_2_1_20	this is a blue glass plate it is used to serve meals such as dinner lunch and breakfast
31SIZS5W59DTQ4KH8I295C2PSU3QR3	8363fb0e62a049a491a302bcdb9e7f2d	35	plate_2_1	plate_2_1_15	Mommy I don't want to Netflix please bring me my Blue Cross mix
31SIZS5W59DTQ4KH8I295C2PSU3QR3	a0a632a4c4a34771ad886a8551029291	24	plate_2_1	plate_2_1_17	do the Browns play the color blue
31SIZS5W59DTQ4KH8I295C2PSU3QR3	647e50d400414313a011d17b0e0b95f6	35	plate_2_1	plate_2_1_22	this is a glass standard dinner plate the color is sky blue
31SIZS5W59DTQ4KH8I295C2PSU3QR3	c250e16b76c4438685e2f0309277edee	1027	plate_2_1	plate_2_1_18	play a play is a flat and usually around that is used before eating or serving food
31SIZS5W59DTQ4KH8I295C2PSU3QR3	b967c8054a084d78a884651b4fc9dc56	11	plate_2_1	plate_2_1_16	it is a glass blue dinner plate
3AXFSPQOYQWF1RBVMXI6RMCKBB0JFA	d730bc136b1043e6bd92d1c1cad00876	36	stapler_1_2	stapler_1_2_21	a stapler
3AXFSPQOYQWF1RBVMXI6RMCKBB0JFA	ee21500952ba40209cd2a5bafe6c72fc	7	stapler_1_2	stapler_1_2_19	mint colored stapler
3AXFSPQOYQWF1RBVMXI6RMCKBB0JFA	32eadcdcef394ffaa7614d0442585cff	63	stapler_1_2	stapler_1_2_16	is a red plastic stapler used for cooking paper together and Yates lucy'd and the rounded finish
3AXFSPQOYQWF1RBVMXI6RMCKBB0JFA	07c5e3e2bce74c60b50f6c58c2d84317	25	stapler_1_2	stapler_1_2_20	there is a very bright pink stapler it is shiny
3AXFSPQOYQWF1RBVMXI6RMCKBB0JFA	3e0cf8a74c0346c7b59bdfdf62bfcb16	57	stapler_1_2	stapler_1_2_22	immediately thank God
3AXFSPQOYQWF1RBVMXI6RMCKBB0JFA	834e62defb884a7993762d9c359f6f23	95	stapler_1_2	stapler_1_2_18	the object is a red mechanical device that joins pages of paper or similar material are driving a thin metal piece through the sheet and folding the end
3AXFSPQOYQWF1RBVMXI6RMCKBB0JFA	b761ab5a9fb44fd0866713967d84d25f	14	stapler_1_2	stapler_1_2_23	a hot pink colored plastic shiny looking stapler
3AXFSPQOYQWF1RBVMXI6RMCKBB0JFA	42f24f96f31d4aeaa18d3a2584912f83	20	stapler_1_2	stapler_1_2_17	a pink paper stapler
39WICJI5ATQALU06KOKQE7BDRJ8Z32	0688c6891bf94860a727b74efa7aa471	12	screwdriver_3_4	screwdriver_3_4_20	is it a screwdriver it's Phillips head and a tip looks like a cross
39WICJI5ATQALU06KOKQE7BDRJ8Z32	8363fb0e62a049a491a302bcdb9e7f2d	27	screwdriver_3_4	screwdriver_3_4_17	stop me to get for driver
39WICJI5ATQALU06KOKQE7BDRJ8Z32	f69fe7aa094944cbb17f1367e8e4181e	28	screwdriver_3_4	screwdriver_3_4_23	
39WICJI5ATQALU06KOKQE7BDRJ8Z32	b90cd3f54fa8477786af07cd944fd730	320	screwdriver_3_4	screwdriver_3_4_19	driver tool for turning screws
39WICJI5ATQALU06KOKQE7BDRJ8Z32	d54e216e158647bbbcf0334f23f0ded8	47	screwdriver_3_4	screwdriver_3_4_16	a Phillips screwdriver with a blue Honda
39WICJI5ATQALU06KOKQE7BDRJ8Z32	07c5e3e2bce74c60b50f6c58c2d84317	37	screwdriver_3_4	screwdriver_3_4_18	dark blue screwdriver with a yellow ribbon around it it also has a silver tip on it
39WICJI5ATQALU06KOKQE7BDRJ8Z32	b761ab5a9fb44fd0866713967d84d25f	14	screwdriver_3_4	screwdriver_3_4_22	screwdriver with a blue and yellow colors handle
39WICJI5ATQALU06KOKQE7BDRJ8Z32	02ebd18bb7714397a4cf4247c9beb7d7	40	screwdriver_3_4	screwdriver_3_4_21	orange group
3LAZVA75NIP918QGEFV4FZZH115O2E	0d85264f540747e0ab5447479e8de115	11	apple_1_5	apple_1_5_22	this is a green apple
3LAZVA75NIP918QGEFV4FZZH115O2E	d54e216e158647bbbcf0334f23f0ded8	25	apple_1_5	apple_1_5_18	a yellowish color Apple
3LAZVA75NIP918QGEFV4FZZH115O2E	8363fb0e62a049a491a302bcdb9e7f2d	408	apple_1_5	apple_1_5_20	daily consumption of Apple types
3LAZVA75NIP918QGEFV4FZZH115O2E	0684e4ed53bb449284ef6dae9f5f836e	69	apple_1_5	apple_1_5_16	oh it's a yellow apple or pear I never see this
3LAZVA75NIP918QGEFV4FZZH115O2E	b761ab5a9fb44fd0866713967d84d25f	19	apple_1_5	apple_1_5_21	a light yellow colored Apple the Apple is blemish-free has no bruises and a small brown Sabbath.
3LAZVA75NIP918QGEFV4FZZH115O2E	bab8836e3b634bfd94d0c98d1d667fe7	20	apple_1_5	apple_1_5_15	a yellow apple is on the turntable
3LAZVA75NIP918QGEFV4FZZH115O2E	ee21500952ba40209cd2a5bafe6c72fc	9	apple_1_5	apple_1_5_17	a round shape Apple
3LAZVA75NIP918QGEFV4FZZH115O2E	0b5874d5749e4d28a537b0d87d6f8cc8	113	apple_1_5	apple_1_5_19	I love that color. It is already has a food we can make juice from effort
3IYI9285WSY8YFRLVVS5JGRHEY8JCZ	7114d1587ed34630a3c0c96ea67e6661	293	picture_frame_2_2	picture_frame_2_2_19	your pizza place is the product you only play Saturday
3IYI9285WSY8YFRLVVS5JGRHEY8JCZ	ecb8d82d92f4443faf8f279458d51b6b	259	picture_frame_2_2	picture_frame_2_2_17	it's a modern display case in three different sections like would be used in a an affair or science project but you see it hot high schools have sometimes and you're sexier than hinges all three attached together and no fold fold over each other for easy storage and carrying
3IYI9285WSY8YFRLVVS5JGRHEY8JCZ	b761ab5a9fb44fd0866713967d84d25f	33	picture_frame_2_2	picture_frame_2_2_23	3 piece black picture frame that they should bring this up right and opens up
3IYI9285WSY8YFRLVVS5JGRHEY8JCZ	d73c525759fa4b6498bc48e1fa1659e7	946	picture_frame_2_2	picture_frame_2_2_20	jet stream is active on decorative edging for a picture of Jess painting or photography
3IYI9285WSY8YFRLVVS5JGRHEY8JCZ	8d674695c5cb471ca7e5b854b3cd4cc9	74	picture_frame_2_2	picture_frame_2_2_22	a photograph rain on turntable
3IYI9285WSY8YFRLVVS5JGRHEY8JCZ	8363fb0e62a049a491a302bcdb9e7f2d	45	picture_frame_2_2	picture_frame_2_2_21	please keep this photo frame on the table
3IYI9285WSY8YFRLVVS5JGRHEY8JCZ	b967c8054a084d78a884651b4fc9dc56	28	picture_frame_2_2	picture_frame_2_2_18	the item is a cuisine old picture frame that is black with glass what's a fart
3IYI9285WSY8YFRLVVS5JGRHEY8JCZ	8ee808431f7142cc86ab0fde3339a862	147	picture_frame_2_2	picture_frame_2_2_16	a black hinge tabletop photo frame that holds three separate photos
3URJ6VVYUPLJ4M53ITES8EWFLF1O4A	3e0cf8a74c0346c7b59bdfdf62bfcb16	33	spoon_2_1	spoon_2_1_20	is there a big school
3URJ6VVYUPLJ4M53ITES8EWFLF1O4A	d20348042ecd4b17bf19a9ce3eee7c8c	9	spoon_2_1	spoon_2_1_18	a metal spoon
3URJ6VVYUPLJ4M53ITES8EWFLF1O4A	e1566dce92144842b14bd76029b5f4eb	22	spoon_2_1	spoon_2_1_16	it is an average metal Silver Spring
3URJ6VVYUPLJ4M53ITES8EWFLF1O4A	00b2a90d466a40e185d2104d43e1eeb9	10	spoon_2_1	spoon_2_1_19	here we have a silver spoon
3URJ6VVYUPLJ4M53ITES8EWFLF1O4A	03168b45108641d1a12e23c6d7ac31af	106	spoon_2_1	spoon_2_1_15	this is a spoon it is made up of stainless steel
3URJ6VVYUPLJ4M53ITES8EWFLF1O4A	30c01a6c416c44968d17b369502d7351	12	spoon_2_1	spoon_2_1_21	a long metallic dessert spoon
3URJ6VVYUPLJ4M53ITES8EWFLF1O4A	89880161aee846c0a2b2be4bca86629d	24	spoon_2_1	spoon_2_1_17	a silver spoon
3URJ6VVYUPLJ4M53ITES8EWFLF1O4A	c89b286514de4aa9b3d68afa3f4f588c	106	spoon_2_1	spoon_2_1_22	the tablespoon approximately measure 15 to 20 ml
3HEM8MA6H9A8ER42VQYK0H2ARCFQPB	3e0cf8a74c0346c7b59bdfdf62bfcb16	13	allen_wrench_4_3	allen_wrench_4_3_17	small block
3HEM8MA6H9A8ER42VQYK0H2ARCFQPB	d20348042ecd4b17bf19a9ce3eee7c8c	80	allen_wrench_4_3	allen_wrench_4_3_22	a small hex key or allen wrench
3HEM8MA6H9A8ER42VQYK0H2ARCFQPB	c89b286514de4aa9b3d68afa3f4f588c	237	allen_wrench_4_3	allen_wrench_4_3_19	silent key Stick the end into the hole that look like Sussex eye the stop sign clock ways to Luzon
3HEM8MA6H9A8ER42VQYK0H2ARCFQPB	8ee808431f7142cc86ab0fde3339a862	21	allen_wrench_4_3	allen_wrench_4_3_20	hex nut driver tool
3HEM8MA6H9A8ER42VQYK0H2ARCFQPB	ee21500952ba40209cd2a5bafe6c72fc	9	allen_wrench_4_3	allen_wrench_4_3_16	black L shape Allen key
3HEM8MA6H9A8ER42VQYK0H2ARCFQPB	4bfb27283ed94712bb2288a568ad0679	232	allen_wrench_4_3	allen_wrench_4_3_18	ice and 250 hexagonal sockets
3HEM8MA6H9A8ER42VQYK0H2ARCFQPB	b761ab5a9fb44fd0866713967d84d25f	18	allen_wrench_4_3	allen_wrench_4_3_21	extended somewhat long black colored allen wrench laying on its side facing towards
3HEM8MA6H9A8ER42VQYK0H2ARCFQPB	8363fb0e62a049a491a302bcdb9e7f2d	29	allen_wrench_4_3	allen_wrench_4_3_23	please bring me the Allen key to open this group
3QGHA0EA0JYBUUZEOUFPXMF7Y9HWB0	ee21500952ba40209cd2a5bafe6c72fc	17	syringe_3_3	syringe_3_3_22	a plastic syringe with a salmon-colored
3QGHA0EA0JYBUUZEOUFPXMF7Y9HWB0	06a1850870494356a6d57200c0049f51	28	syringe_3_3	syringe_3_3_20	if you can just play it on the turntable
3QGHA0EA0JYBUUZEOUFPXMF7Y9HWB0	c89b286514de4aa9b3d68afa3f4f588c	23	syringe_3_3	syringe_3_3_21	kitchen with needle that lies before you
3QGHA0EA0JYBUUZEOUFPXMF7Y9HWB0	b761ab5a9fb44fd0866713967d84d25f	32	syringe_3_3	syringe_3_3_16	a syringe that is laying down on its side syringe is white translucent dish and color at the bottom of the friends there's a black ring Buffalo that black point just above where the needle star
3QGHA0EA0JYBUUZEOUFPXMF7Y9HWB0	b967c8054a084d78a884651b4fc9dc56	12	syringe_3_3	syringe_3_3_23	it is a small hypodermic needle
3QGHA0EA0JYBUUZEOUFPXMF7Y9HWB0	a672596e347c4946b16296be3d989476	35	syringe_3_3	syringe_3_3_19	nice picture we can see a white and light blue syringe
3QGHA0EA0JYBUUZEOUFPXMF7Y9HWB0	b132963fd86c48fd9a6d0470d92f64cf	66	syringe_3_3	syringe_3_3_17	it's sitting it doesn't contain any medicine
3QGHA0EA0JYBUUZEOUFPXMF7Y9HWB0	d54e216e158647bbbcf0334f23f0ded8	81	syringe_3_3	syringe_3_3_18	Palm Springs weather
